> Recv: 0 B, Paid 0 FIL, ClientEventOpen (DealStatusNew)
> Recv: 9.541 MiB, Paid 0.000000000012628974 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 9.541 MiB, Paid 0.000000000012628974 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 9.791 MiB, Paid 0.000000000012628974 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 10.04 MiB, Paid 0.000000000012628974 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 10.04 MiB, Paid 0.000000000012628974 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 10.04 MiB, Paid 0.000000000021058524 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 10.29 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 10.54 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 10.79 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.04 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.29 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.54 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.79 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.04 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.29 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.54 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.79 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.04 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.29 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.54 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.54 MiB, Paid 0.000000000021058524 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 13.79 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 14.04 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 14.29 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 14.31 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 14.31 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 14.56 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 14.81 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 15.06 MiB, Paid 0.000000000021058524 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 15.06 MiB, Paid 0.000000000021058524 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 15.06 MiB, Paid 0.000000000031585338 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 15.31 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 15.56 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 15.81 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.06 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.31 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.56 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 16.81 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.06 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.31 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.56 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 17.81 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.06 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.31 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.56 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 18.81 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.06 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.08 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.08 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.33 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.58 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 19.83 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.08 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.33 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.58 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.83 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 20.83 MiB, Paid 0.000000000031585338 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 21.08 MiB, Paid 0.000000000031585338 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 21.08 MiB, Paid 0.000000000031585338 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 21.08 MiB, Paid 0.000000000031585338 FIL, ClientEventVoucherShortfall (DealStatusCheckFunds)
> Recv: 21.08 MiB, Paid 0.000000000031585338 FIL, ClientEventPaymentChannelAddingFunds (DealStatusPaymentChannelAddingFunds)
> Recv: 21.08 MiB, Paid 0.000000000031585338 FIL, ClientEventPaymentChannelReady (DealStatusOngoing)
> Recv: 21.08 MiB, Paid 0.000000000031585338 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 21.08 MiB, Paid 0.000000000031585338 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 21.08 MiB, Paid 0.000000000044209128 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 21.33 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 21.58 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 21.83 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.08 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.33 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.58 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 22.83 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.08 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.13 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.13 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.38 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.63 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 23.88 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.13 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.38 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.63 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 24.88 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.13 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.38 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.63 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 25.88 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.13 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.38 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.63 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 26.88 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.13 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.38 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.63 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.88 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.89 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.9 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 27.9 MiB, Paid 0.000000000044209128 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 28.15 MiB, Paid 0.000000000044209128 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 28.15 MiB, Paid 0.000000000044209128 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 28.15 MiB, Paid 0.000000000059026132 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 28.4 MiB, Paid 0.000000000059026132 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 28.65 MiB, Paid 0.000000000059026132 FIL, ClientEventBlocksReceived (DealStatusOngoing)
ERROR: retrieval timed out

Command exited with non-zero status 124
1.34user 0.11system 22:00.01elapsed 0%CPU (0avgtext+0avgdata 67228maxresident)k
40inputs+0outputs (2major+10219minor)pagefaults 0swaps
