> Recv: 0 B, Paid 0 FIL, ClientEventOpen (DealStatusNew)
> Recv: 9.068 MiB, Paid 0.000000000012683972 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 9.318 MiB, Paid 0.000000000012683972 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 9.568 MiB, Paid 0.000000000012683972 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 9.818 MiB, Paid 0.000000000012683972 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 9.818 MiB, Paid 0.000000000012683972 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 10.07 MiB, Paid 0.000000000012683972 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 10.07 MiB, Paid 0.000000000012683972 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 10.07 MiB, Paid 0.000000000021113522 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 10.32 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 10.57 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 10.82 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.07 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.32 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.57 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 11.82 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.07 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.32 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.57 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 12.82 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.07 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.32 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.57 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.59 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.59 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 13.84 MiB, Paid 0.000000000021113522 FIL, ClientEventBlocksReceived (DealStatusOngoing)
ERROR: retrieval timed out

Command exited with non-zero status 124
0.24user 0.13system 22:00.00elapsed 0%CPU (0avgtext+0avgdata 41560maxresident)k
168inputs+0outputs (2major+4075minor)pagefaults 0swaps
